"City","OtherName","Country","Latitude","Longitude","Certainty","year","population"
"Zwickau","","Germany","50.72724","12.48839",1,"AD_1900",62000
"Amber","Amer","India","26.985847","75.888251",3,"AD_1901",4956
"Anantpur","Penugonda, Penukonda ","India","14.08339","77.59588",3,"AD_1901",6806
"Aurangabad","","India","19.876165","75.343314",1,"AD_1901",30219
"Badami","Vatapi","India","15.91495","75.67683",2,"AD_1901",4482
"Belur","","India","13.16558","75.86519",3,"AD_1901",3862
"Daulatabad","Deogiri","India","19.942724","75.213164",3,"AD_1901",1357
"Kalyan","","India","19.2437","73.13554",1,"AD_1901",11191
"Maheshwar","","India","22.17592","75.58715",1,"AD_1901",7042
"Multan","","Pakistan","30.19556","71.47528",1,"AD_1901",87000
"Raichur","","India","16.2047","77.354",1,"AD_1901",22165
"Rajmahal","","India","25.05303","87.83048",3,"AD_1901",2047
"Srinagar","","India","34.08842","74.80298",1,"AD_1901",122618
"Vicenza","","Italy","45.545478","11.535422",1,"AD_1901",32200
"Wuzhou","Wuchow","China","23.476963","111.279115",2,"AD_1901",65000
"Badajoz","","Spain","38.87789","-6.97061",1,"AD_1905",25012
"Bhaktapur","Bhatgaon, Bhadgaon","Nepal","27.672222","85.427778",1,"AD_1905",35000
"Kathmandu","Katmandu","Nepal","27.7","85.333333",1,"AD_1905",40000
"Limoges","","France","45.83153","1.2578",1,"AD_1906",75906
"Jilin","Kirin","China","43.896536","125.32599",3,"AD_1907",75463
"Liaoyang","","China","41.266667","123.183333",1,"AD_1908",39000
"Cordoba","Cordova, CÛrdoba","Spain","38.046133","-4.893564",2,"AD_1910",55514
"Jerez de la Frontera","Xerez","Spain","36.6936","-6.132431",1,"AD_1910",53320
"Lhasa","","China","29.645563","91.140749",1,"AD_1910",30000
"Prizren","Frizren","Serbia","42.21389","20.73972",1,"AD_1910",30285
"Sana'a ","Sanaa","Yemen","15.35472","44.20667",1,"AD_1910",18000
"Anqing","Anking","China","30.50917","117.05056",1,"AD_1911",70000
"Mengo","hill/area in Kampala","Uganda","0.346667","32.605556",3,"AD_1911",32441
"Tripoli","","Libya","32.876175","13.187508",1,"AD_1911",29761
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1912",675000
"Amsterdam","","Netherlands","52.37403","4.88969",1,"AD_1914",601000
"Baltimore","Maryland","United States of America","39.29038","-76.61219",1,"AD_1914",579000
"Barcelona","","Spain","41.38879","2.15899",1,"AD_1914",626000
"Beijing","Peking","China","39.9075","116.39723",1,"AD_1914",1000000
"Berlin","","Germany","52.52437","13.41053",1,"AD_1914",3500000
"Birmingham","","United Kingdom","52.48142","-1.89983",1,"AD_1914",1500000
"Boston","","United States of America","42.358431","-71.059772",1,"AD_1914",1304000
"Brussel","Brussels","Belgium","50.85045","4.34878",1,"AD_1914",685000
"Budapest","","Hungary","47.49801","19.03991",1,"AD_1914",1050000
"Buenos Aires","","Argentina","-34.61315","-58.37723",1,"AD_1914",1630000
"Buffalo","","United States of America","42.9047","-78.8494",1,"AD_1914",460000
"Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,"AD_1914",735000
"Calcutta","Kolkata","India","22.56263","88.36304",1,"AD_1914",1400000
"Chengdu","","China","30.66667","104.06667",1,"AD_1914",306423
"Chicago","Illinois","United States of America","41.85003","-87.65005",1,"AD_1914",2420000
"Chorzow","Konigshutte","Poland","50.3","18.95",3,"AD_1914",500000
"Cincinnati","","United States of America","39.162","-84.45689",1,"AD_1914",515000
"Cleveland","Ohio","United States of America","41.499495","-81.695409",1,"AD_1914",650000
"Cologne","Koln, Coln","Germany","50.937531","6.960278",1,"AD_1914",621000
"Copenhagen","","Denmark","55.67594","12.56553",1,"AD_1914",620000
"Detroit","Michigan","United States of America","42.33143","-83.04575",1,"AD_1914",552000
"Dresden","","Germany","51.05089","13.73832",1,"AD_1914",618000
"Frankfurt am Main","","Germany","50.110922","8.682128",1,"AD_1914",550000
"Glasgow","","United Kingdom","55.86515","-4.25763",1,"AD_1914",1125000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1914",700000
"Hamburg","","Germany","53.57532","10.01534",1,"AD_1914",1300000
"Hyderabad","","India","17.38405","78.45636",1,"AD_1914",505000
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_1914",1125000
"Kiev","","Ukraine","50.45466","30.5238",1,"AD_1914",625000
"Kobe","Hyogo","Japan","34.691269","135.183072",1,"AD_1914",458000
"Kyoto","","Japan","35.02107","135.75385",1,"AD_1914",517000
"Leeds","","United Kingdom","53.79648","-1.54785",1,"AD_1914",470000
"Leipzig","","Germany","51.33962","12.37129",1,"AD_1914",618000
"Lisbon","","Portugal","38.71667","-9.13333",1,"AD_1914",455000
"Liverpool","","United Kingdom","53.408372","-2.991572",1,"AD_1914",1300000
"Lodz","","Poland","51.75","19.46667",1,"AD_1914",525000
"London","","United Kingdom","51.511214","-0.119825",1,"AD_1914",7419000
"Los Angeles","California","United States of America","34.052234","-118.243685",1,"AD_1914",480000
"Lyon","","France","45.74846","4.84671",1,"AD_1914",615000
"Madras","","India","13.08784","80.27847",1,"AD_1914",522000
"Madrid","","Spain","40.416775","-3.703789",1,"AD_1914",623000
"Manchester","","United Kingdom","53.48095","-2.23743",1,"AD_1914",1600000
"Marseille","","France","43.29695","5.38107",1,"AD_1914",568000
"Melbourne","","Australia","-37.814","144.96332",1,"AD_1914",651000
"Mexico City","Tenochtitlan","Mexico","19.42847","-99.12766",1,"AD_1914",600000
"Milan","","Italy","45.465453","9.198786",1,"AD_1914",655000
"Minneapolis","Minnesota","United States of America","39.12194","-93.265011",1,"AD_1914",580000
"Montreal","MontrÈal","Canada","45.50884","-73.58781",1,"AD_1914",526000
"Moscow","","Russian Federation","55.75222","37.61556",1,"AD_1914",1805000
"Mumbai","Bombay","India","19.07283","72.88261",1,"AD_1914",1080000
"Munich","","Germany","48.136739","11.576756",1,"AD_1914",642000
"Naples","","Italy","40.851775","14.268122",1,"AD_1914",691000
"New York","New York","United States of America","40.714353","-74.005972",1,"AD_1914",6700000
"Newcastle upon Tyne","","United Kingdom","54.978253","-1.617781",2,"AD_1914",700000
"Osaka","","Japan","34.693216","135.502082",1,"AD_1914",1480000
"Paris","","France","48.856614","2.352222",1,"AD_1914",4000000
"Philadelphia","Pennsylvania","United States of America","39.95","-75.1667",1,"AD_1914",17600000
"Pittsburgh","Pennsylvania","United States of America","40.44062","-79.99589",1,"AD_1914",775000
"Prague","","Austria","50.08804","14.42076",1,"AD_1914",670000
"Rhondda","","Wales","51.65896","-3.44885",1,"AD_1914",510000
"Rio de Janeiro","","Brazil","-22.90278","-43.2075",1,"AD_1914",1090000
"Rome","","Italy","41.89474","12.4839",1,"AD_1914",570000
"Rotterdam","","Netherlands","51.9225","4.47917",1,"AD_1914",500000
"Ruhr","","Germany","51.407415","6.862626",1,"AD_1914",1800000
"San Francisco","California","United States of America","37.77493","-122.419416",1,"AD_1914",709000
"Shanghai","","China","31.22222","121.45806",1,"AD_1914",1000000
"Sheffield","","United Kingdom","53.381128","-1.470086",1,"AD_1914",525000
"St. Louis","Missouri","United States of America","38.626978","-90.199403",1,"AD_1914",804000
"Sydney","","Australia","-33.86785","151.20732",1,"AD_1914",725000
"Tianjin","Tientsin","China","39.14222","117.17667",1,"AD_1914",785000
"Tokyo","Yedo, Edo","Japan","35.6895","139.69171",1,"AD_1914",3500000
"Warsaw","","Poland","52.22977","21.01178",1,"AD_1914",906000
"Wroclaw","Breslau","Germany","51.116667","17.033333",3,"AD_1914",543000
"Wuhan","Wuchang","China","30.58333","114.26667",1,"AD_1914",700000
"Jaen","JaÈn ","Spain","37.76922","-3.79028",1,"AD_1920",30727
"Changchun","Hsinking, Kwangchingtsu","China","43.9","125.2",1,"AD_1922",56000
"Changzhou","Changchow, Jiangsu province","China","31.77358","119.95401",1,"AD_1922",56000
"Penglai","Tengchow","China","37.8086111","120.7508333",2,"AD_1922",60000
"Pochow","","China","33.8772222","115.7702778",3,"AD_1922",80000
"Adelaide","","Australia","-34.92866","138.59863",1,"AD_1925",303000
"Agra","","India","27.18333","78.01667",1,"AD_1925",207000
"Ahmedabad","Asawal","India","23.039568","72.566004",1,"AD_1925",293000
"Akron","Ohio","United States of America","41.0731","-81.5178",1,"AD_1925",233000
"Alexandria","","Egypt","31.200092","29.918739",1,"AD_1925",540000
"Algiers","","Algiers","36.7525","3.04197",1,"AD_1925",2220000
"Amritsar","","India","31.63661","74.87476",1,"AD_1925",212000
"Amsterdam","","Netherlands","52.37403","4.88969",1,"AD_1925",718000
"Antwerp","Antwerpen ","Belgium","51.219217","4.402883",1,"AD_1925",466000
"Athens","","Greece","37.97945","23.71622",1,"AD_1925",571000
"Atlanta","","United States of America","33.749","-84.38798",1,"AD_1925",245000
"Baghdad","Bagdad","Iraq","33.34058","44.40088",1,"AD_1925",200000
"Baku","","Azerbaijan","40.37767","49.89201",1,"AD_1925",416000
"Baltimore","Maryland","United States of America","39.29038","-76.61219",1,"AD_1925",769000
"Bangalore","","India","12.97194","77.59369",1,"AD_1925",271000
"Bangkok","","Thailand","13.75398","100.50144",1,"AD_1925",375000
"Barcelona","","Spain","41.38879","2.15899",1,"AD_1925",803000
"Beijing","Peking","China","39.9075","116.39723",1,"AD_1925",1266000
"Belem","BelÈm, Para","Brazil","-1.455833","-48.503889",3,"AD_1925",257000
"Belfast","","Ireland","54.597283","-5.930117",1,"AD_1925",415000
"Berlin","","Germany","52.52437","13.41053",1,"AD_1925",4013000
"Birmingham","","United Kingdom","52.48142","-1.89983",1,"AD_1925",1700000
"Birmingham","Alabama","United States of America","33.520661","-86.80249",1,"AD_1925",257000
"Bologna","","Italy","44.49381","11.33875",1,"AD_1925",200000
"Bordeaux","","France","44.84044","-0.5805",1,"AD_1925",369000
"Boston","","United States of America","42.358431","-71.059772",1,"AD_1925",1764000
"Bradford","","United Kingdom","53.79391","-1.75206",2,"AD_1925",323000
"Bremen","","Germany","53.07516","8.80777",1,"AD_1925",294000
"Brisbane","","Australia","-27.46794","153.02809",1,"AD_1925",263000
"Bristol","","United Kingdom","51.45523","-2.59665",1,"AD_1925",387000
"Brunn","Brno","Austria","49.2","16.6167",2,"AD_1925",240000
"Brussel","Brussels","Belgium","50.85045","4.34878",1,"AD_1925",801000
"Bucharest","","Romania","44.43225","26.10626",1,"AD_1925",550000
"Budapest","","Hungary","47.49801","19.03991",1,"AD_1925",1318000
"Buenos Aires","","Argentina","-34.61315","-58.37723",1,"AD_1925",2410000
"Buffalo","","United States of America","42.9047","-78.8494",1,"AD_1925",536000
"Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,"AD_1925",1000000
"Calcutta","Kolkata","India","22.56263","88.36304",1,"AD_1925",1390000
"Cape Town","","South Africa","-33.92584","18.42322",1,"AD_1925",222000
"Cardiff","","Wales","51.481581","-3.17909",1,"AD_1925",238000
"Catania","","Italy","37.50213","15.08719",1,"AD_1925",263000
"Changsha","","China","28.196111","112.972222",1,"AD_1925",260000
"Chemnitz","","Germany","50.83333","12.91667",1,"AD_1925",331000
"Chengdu","","China","30.66667","104.06667",1,"AD_1925",385000
"Chicago","Illinois","United States of America","41.85003","-87.65005",1,"AD_1925",3564000
"Chongqing","Chonquing, Chungking","China","29.56301","106.551557",2,"AD_1925",608000
"Cincinnati","","United States of America","39.162","-84.45689",1,"AD_1925",568000
"Cleveland","Ohio","United States of America","41.499495","-81.695409",1,"AD_1925",990000
"Cologne","Koln, Coln","Germany","50.937531","6.960278",1,"AD_1925",698000
"Colombo","","Sri Lanka","6.9344","79.8428",1,"AD_1925",264000
"Columbus","Ohio","United States of America","39.961176","-82.998794",1,"AD_1925",268000
"Copenhagen","","Denmark","55.67594","12.56553",1,"AD_1925",790000
"Delhi","","India","28.65381","77.22897",1,"AD_1925",375000
"Denver","Colorado","United States of America","39.737567","-104.984718",1,"AD_1925",272000
"Detroit","Michigan","United States of America","42.33143","-83.04575",1,"AD_1925",1394000
"Dortmund","","Germany","51.51494","7.466",1,"AD_1925",320000
"Dresden","","Germany","51.05089","13.73832",1,"AD_1925",619000
"Dublin","","Ireland","53.33306","-6.24889",1,"AD_1925",418000
"Dusseldorf","D¸sseldorf ","Germany","51.22172","6.77616",1,"AD_1925",477000
"Edinburgh","","United Kingdom","55.95206","-3.19648",1,"AD_1925",444000
"Frankfurt am Main","","Germany","50.110922","8.682128",1,"AD_1925",563000
"Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,"AD_1925",322000
"Gdansk","Danzig","Poland","54.352025","18.64663",2,"AD_1925",226000
"Genova","Genoa","Italy","44.40565","8.946256",1,"AD_1925",252000
"Glasgow","","United Kingdom","55.86515","-4.25763",1,"AD_1925",1396000
"Goteborg","Gˆteborg ","Sweden","57.70887","11.97456",1,"AD_1925",230000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1925",789000
"Hamburg","","Germany","53.57532","10.01534",1,"AD_1925",1369000
"Hangzhou","Hangchow","China","30.25","120.166667",2,"AD_1925",380000
"Hannover","","Germany","52.37052","9.73322",1,"AD_1925",422000
"Harbin","Haerbin","China","45.75","126.65",1,"AD_1925",381000
"Havana","La Habana","Cuba","23.13302","-82.38304",1,"AD_1925",550000
"Helsinki","Helsinfors","Finland","60.173324","24.941025",1,"AD_1925",211000
"Ho Chi Minh","Saigon","Vietnam","10.823099","106.628767",1,"AD_1925",329000
"Hong Kong","","China","22.28552","114.15769",1,"AD_1925",750000
"Hyderabad","","India","17.38405","78.45636",1,"AD_1925",429000
"Ibadan","","Nigeria","7.38778","3.89639",1,"AD_1925",300000
"Indianapolis","Indiana","United States of America","39.76838","-86.15804",1,"AD_1925",339000
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_1925",817000
"Jakarta","Batavia","Indonesia","-6.21462","106.84513",1,"AD_1925",290000
"Jinan","Tsinan","China","36.650997","117.120497",1,"AD_1925",377000
"Johannesburg","","South Africa","-26.20227","28.04363",1,"AD_1925",538000
"Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,"AD_1925",233000
"Kanpur","Cawnpore","India","26.4478","80.34627",1,"AD_1925",230000
"Kansas City","Missouri","United States of America","39.11417","-94.62746",1,"AD_1925",521000
"Karachi","","Pakistan","24.9056","67.0822",1,"AD_1925",240000
"Katowice","","Poland","50.25842","19.02754",1,"AD_1925",565000
"Kharkov","Kharkiv","Ukraine","49.9935","36.230384",1,"AD_1925",388000
"Kiel","","Germany","54.32133","10.13489",1,"AD_1925",213000
"Kiev","","Ukraine","50.45466","30.5238",1,"AD_1925",463000
"Kobe","Hyogo","Japan","34.691269","135.183072",1,"AD_1925",644000
"Konigsberg","Kaliningrad, Kˆnigsberg ","Germany","54.716667","20.516667",2,"AD_1925",279000
"Lahore","","Pakistan","31.54972","74.34361",1,"AD_1925",355000
"Lanzhou","Lanchow","China","36.061089","103.834304",1,"AD_1925",110000
"Leeds","","United Kingdom","53.79648","-1.54785",1,"AD_1925",470000
"Leicester","","United Kingdom","52.6386","-1.13169",1,"AD_1925",236000
"Leipzig","","Germany","51.33962","12.37129",1,"AD_1925",679000
"Liege"," LiËge ","Belgium","50.63373","5.56749",1,"AD_1925",327000
"Lille","","France","50.628442","3.054975",1,"AD_1925",504000
"Lisbon","","Portugal","38.71667","-9.13333",1,"AD_1925",567000
"Liverpool","","United Kingdom","53.408372","-2.991572",1,"AD_1925",1235000
"Lodz","","Poland","51.75","19.46667",1,"AD_1925",543000
"London","","United Kingdom","51.511214","-0.119825",1,"AD_1925",7742000
"Los Angeles","California","United States of America","34.052234","-118.243685",1,"AD_1925",1147000
"Louisville","Kentucky","United States of America","38.252563","-85.758367",1,"AD_1925",343000
"Lucknow","","India","26.83928","80.92313",1,"AD_1925",257000
"Lvov","Lwow, Lemberg","Poland","49.839683","24.029717",1,"AD_1925",230000
"Lyon","","France","45.74846","4.84671",1,"AD_1925",691000
"Madras","","India","13.08784","80.27847",1,"AD_1925",575000
"Madrid","","Spain","40.416775","-3.703789",1,"AD_1925",791000
"Manchester","","United Kingdom","53.48095","-2.23743",1,"AD_1925",1725000
"Manila","","Philippines","14.58","121",1,"AD_1925",325000
"Mannheim","","Germany","49.49671","8.47955",1,"AD_1925",348000
"Marseille","","France","43.29695","5.38107",1,"AD_1925",612000
"Melbourne","","Australia","-37.814","144.96332",1,"AD_1925",912000
"Mexico City","Tenochtitlan","Mexico","19.42847","-99.12766",1,"AD_1925",772000
"Milan","","Italy","45.465453","9.198786",1,"AD_1925",917000
"Milwaukee","Wisconsin","United States of America","43.0389","-87.90647",1,"AD_1925",560000
"Minneapolis","Minnesota","United States of America","39.12194","-93.265011",1,"AD_1925",675000
"Montevideo","","Uraguay","-34.817311","-56.158866",1,"AD_1925",429000
"Montreal","MontrÈal","Canada","45.50884","-73.58781",1,"AD_1925",728000
"Moscow","","Russian Federation","55.75222","37.61556",1,"AD_1925",1764000
"Mumbai","Bombay","India","19.07283","72.88261",1,"AD_1925",1170000
"Munich","","Germany","48.136739","11.576756",1,"AD_1925",680000
"Nagoya","","Japan","35.181447","136.906397",1,"AD_1925",768000
"Nanjing","Nanking","China","32.05","118.766667",1,"AD_1925",395000
"Naples","","Italy","40.851775","14.268122",1,"AD_1925",852000
"New Orleans","Louisiana","United States of America","29.95465","-90.07507",1,"AD_1925",429000
"New York","New York","United States of America","40.714353","-74.005972",1,"AD_1925",7774000
"Newcastle upon Tyne","","United Kingdom","54.978253","-1.617781",2,"AD_1925",750000
"Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,"AD_1925",284000
"Nottingham","","United Kingdom","52.9536","-1.15047",1,"AD_1925",265000
"Nurnberg","N¸rnberg, Nuremberg","Germany","49.452031","11.07675",1,"AD_1925",466000
"Odessa","Odesa","Russian Federation","46.47747","30.73262",1,"AD_1925",400000
"Omaha","Nebraska","United States of America","41.252363","-95.997988",1,"AD_1925",243000
"Oporto","Porto","Portugal","41.167972","-8.627064",1,"AD_1925",256000
"Osaka","","Japan","34.693216","135.502082",1,"AD_1925",2219000
"Oslo","Christiania","Norway","59.913869","10.752245",1,"AD_1925",255000
"Ostrava","Ostrau","Czech Republic","49.835556","18.2925",1,"AD_1925",200000
"Palermo","","Italy","38.115689","13.361267",1,"AD_1925",370000
"Paris","","France","48.856614","2.352222",1,"AD_1925",4800000
"Philadelphia","Pennsylvania","United States of America","39.95","-75.1667",1,"AD_1925",2085000
"Pittsburgh","Pennsylvania","United States of America","40.44062","-79.99589",1,"AD_1925",823000
"Plymouth","","United Kingdom","50.375456","-4.14305",1,"AD_1925",209000
"Portland","Oregon","United States of America","45.523062","-122.676482",1,"AD_1925",280000
"Porto Alegre","PÙrto Alegre","Brazil","-30.03306","-51.23",1,"AD_1925",226000
"Portsmouth","","United Kingdom","50.816661","-1.083383",1,"AD_1925",283000
"Poznan","Posen","Poland","52.40692","16.92993",1,"AD_1925",212000
"Prague","","Austria","50.08804","14.42076",1,"AD_1925",745000
"Providence","Rhode Island","United States of America","41.823989","-71.412833",1,"AD_1925",412000
"Pune","Poona","India","18.52043","73.856744",1,"AD_1925",232000
"Recife","Pernambuco","Brazil","-8.05389","-34.88111",1,"AD_1925",375000
"Rhondda","","Wales","51.65896","-3.44885",1,"AD_1925",495000
"Riga","","Russian Federation","56.946","24.10589",1,"AD_1925",337000
"Rio de Janeiro","","Brazil","-22.90278","-43.2075",1,"AD_1925",1240000
"Rochester","New York","United States of America","43.161031","-77.610922",1,"AD_1925",311000
"Rome","","Italy","41.89474","12.4839",1,"AD_1925",758000
"Rosario","","Argentina","-32.94682","-60.63932",1,"AD_1925",335000
"Rostov-on-Don","Rostov","Russian Federation","47.2333","39.41394",1,"AD_1925",295000
"Rotterdam","","Netherlands","51.9225","4.47917",1,"AD_1925",623000
"Ruhr","","Germany","51.407415","6.862626",1,"AD_1925",3400000
"Saint Petersburg","Leningrad","Russian Federation","59.89444","30.26417",1,"AD_1925",1430000
"Salvador","Sao Salvador, Bahia","Brazil","-12.97111","-38.51083",1,"AD_1925",320000
"San Francisco","California","United States of America","37.77493","-122.419416",1,"AD_1925",935000
"Santiago","","Chile","-33.45","-70.666667",1,"AD_1925",590000
"Sao Paolo","S„o Paulo","Brazil","-23.5475","-46.63611",1,"AD_1925",740000
"Scranton","Pennsylvania","United States of America","41.40897","-75.66241",1,"AD_1925",432000
"Seattle","Washington","United States of America","47.60621","-122.33207",1,"AD_1925",340000
"Seoul","Hanyang","Republic of Korea","37.56826","126.97783",1,"AD_1925",297000
"Shanghai","","China","31.22222","121.45806",1,"AD_1925",1500000
"Sheffield","","United Kingdom","53.381128","-1.470086",1,"AD_1925",534000
"Shenyang","Fengtien, Mukden","China","41.79222","123.43278",1,"AD_1925",360000
"Singapore","","Singapore","1.28967","103.85007",1,"AD_1925",485000
"Sofia","","Bulgaria","42.69751","23.32415",1,"AD_1925",205000
"St. Louis","Missouri","United States of America","38.626978","-90.199403",1,"AD_1925",930000
"Stockholm","","Sweden","59.33258","18.0649",1,"AD_1925",442000
"Stoke","","United Kingdom","53.25","-2.86667",1,"AD_1925",272000
"Strasbourg","Strassburg","France","48.58342","7.74296",1,"AD_1925",208000
"Stuttgart","","Germany","48.78232","9.17702",1,"AD_1925",341000
"Surabaya","Soerabaja","Indonesia","-7.24917","112.75083",1,"AD_1925",230000
"Suzhou","Soochow","China","31.3","120.6",1,"AD_1925",350000
"Sydney","","Australia","-33.86785","151.20732",1,"AD_1925",1039000
"Szczecin","Stettin","Poland","53.416667","14.583333",2,"AD_1925",253000
"Taipei","","Taiwan","25.04776","121.53185",1,"AD_1925",204000
"Tashkent","","Uzbekistan","41.26465","69.21627",1,"AD_1925",308000
"Tbilisi","Tiflis","Georgia","41.709975","44.792989",1,"AD_1925",274000
"Tehran","Teheran","Iran","35.69439","51.42151",1,"AD_1925",243000
"The Hague","s-Gravenhage","Netherlands","52.070492","4.300694",1,"AD_1925",398000
"Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,"AD_1925",263000
"Tianjin","Tientsin","China","39.14222","117.17667",1,"AD_1925",800000
"Tokyo","Yedo, Edo","Japan","35.6895","139.69171",1,"AD_1925",5300000
"Toledo","Ohio","United States of America","41.571019","-83.966889",1,"AD_1925",266000
"Toronto","","Canada","43.70011","-79.4163",1,"AD_1925",565000
"Trieste","Triest","Italy","45.633333","13.8",2,"AD_1925",242000
"Turin","","Italy","45.07049","7.68682",1,"AD_1925",520000
"Valencia","","Spain","39.469908","-0.376289",1,"AD_1925",262000
"Valparaiso","","Chile","-33.05","-71.6167",1,"AD_1925",225000
"Varanasi","Benares","India","25.317645","82.973914",2,"AD_1925",201000
"Venice","","Italy","45.440847","12.315514",1,"AD_1925",226000
"Vienna","Wien","Austria","48.20849","16.37208",1,"AD_1925",1865000
"Wanxian","Wanhsien","China","30.9","108.467",3,"AD_1925",97000
"Warsaw","","Poland","52.22977","21.01178",1,"AD_1925",1002000
"Washington D.C.","Washington","United States of America","38.914144","-77.0234",1,"AD_1925",462000
"Weisbaden","Lainz-Weisbaden","Germany","50.06308","8.243344",1,"AD_1925",260000
"Wenzhou","Wenchow, Luchow","China","27.99942","120.66682",1,"AD_1925",202000
"Winnipeg","","Canada","49.8844","-97.14704",1,"AD_1925",202000
"Wroclaw","Breslau","Germany","51.116667","17.033333",3,"AD_1925",573000
"Wuhan","Wuchang","China","30.58333","114.26667",1,"AD_1925",818000
"Wuppertal","Barmen-Elberfeld","Germany","51.268752","7.18026",2,"AD_1925",354000
"Wuxi","Jiangsu province, Wuchang, Wuhsi","China","31.49117","120.31191",1,"AD_1925",200000
"Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,"AD_1925",250000
"Yangon","","Myanmar","16.80528","96.15611",1,"AD_1925",376000
"Yokohama","","Japan","35.443708","139.638026",1,"AD_1925",405000
"Zurich","","Switzerland","47.36667","8.55",1,"AD_1925",216000
"Nanchang","","China","28.68333","115.88333",1,"AD_1928",206378
"Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,"AD_1930",200000
"Xiangyang","Siangfan, Siangyang","China","32.017","112.133",3,"AD_1930",83000
"Nanhai","Foshan, Fatshan","China","23.016667","113.116667",1,"AD_1931",163314
"Zaria","","Nigeria","11.11128","7.7227",1,"AD_1931",28121
"Shaoxing","Shaohing","China","30","120.583333",1,"AD_1933",177530
"Xiangtan","Siangtan","China","27.85","112.9",3,"AD_1933",112976
"Yadz","Yezd","Iran","31.896611","54.360681",1,"AD_1933",55150
"Lanzhou","Lanchow","China","36.061089","103.834304",1,"AD_1935",122000
"Xuzhou","Suchow, Suifu, Hsuchow","China","34.26","117.21",1,"AD_1935",160013
"Guilin","Gwilin, Kweilin","China","25.273566","110.290195",3,"AD_1936",74791
"Yangzhou","Yangchow","China","32.4","†119.416667",2,"AD_1936",137735
"Datong","Taitong, Tatung","China","40.083333","113.3",2,"AD_1938",70000
"Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,"AD_1938",57000
"Urumqi","‹r¸mqi, Tihwa, Bishbaliq, Urumchi","China","43.825644","87.616822",1,"AD_1938",45000
"Suzhou","Soochow","China","31.3","120.6",1,"AD_1940",270000
"Yadz","Yezd","Iran","31.896611","54.360681",1,"AD_1941",60000
"Xiangtan","Siangtan","China","27.85","112.9",3,"AD_1943",82589
"Hangzhou","Hangchow","China","30.25","120.166667",2,"AD_1944",606136
"Chiang Mai","Chiengmai","Thailand","18.790978","98.960775",1,"AD_1947",26062
"Fez","Fes","Morocco","34.033333","-5.01",1,"AD_1947",200000
"Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,"AD_1947",238000
"Urumqi","‹r¸mqi, Tihwa, Bishbaliq, Urumchi","China","43.825644","87.616822",1,"AD_1947",69991
"Changzhou","Changchow, Jiangsu province","China","31.77358","119.95401",1,"AD_1948",62399
"Huai'an","Huaian, Hwaian","China","33.5","119.133333",1,"AD_1948",35443
"Jingdezhen","Kingtehchen","China","29.268836","117.17842",2,"AD_1948",86744
"Mengo","hill/area in Kampala","Uganda","0.346667","32.605556",3,"AD_1948",34337
"Nanchang","","China","28.68333","115.88333",1,"AD_1948",266346
"Nanhai","Foshan, Fatshan","China","23.016667","113.116667",1,"AD_1948",95529
"Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,"AD_1948",210327
"Shangrao","Hsinchow, Shangjao","China","28.441944","117.963333",2,"AD_1948",30937
"Shaoxing","Shaohing","China","30","120.583333",1,"AD_1948",92533
"Suzhou","Soochow","China","31.3","120.6",1,"AD_1948",381288
"Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,"AD_1948",120655
"Wanxian","Wanhsien","China","30.9","108.467",3,"AD_1948",110381
"Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,"AD_1948",391990
"Zhangye","Kanchow","China","38.93333","100.45",3,"AD_1948",58582
"Addis Ababa","","Ethiopia","9.02497","38.74689",1,"AD_1950",325000
"Adelaide","","Australia","-34.92866","138.59863",1,"AD_1950",420000
"Agra","","India","27.18333","78.01667",1,"AD_1950",364000
"Ahmedabad","Asawal","India","23.039568","72.566004",1,"AD_1950",758000
"Akron","Ohio","United States of America","41.0731","-81.5178",1,"AD_1950",351000
"Albany","New York","United States of America","42.652578","-73.756233",1,"AD_1950",291000
"Aleppo","","Syria","36.216667","37.166667",1,"AD_1950",362000
"Alexandria","","Egypt","31.200092","29.918739",1,"AD_1950",1100000
"Algiers","","Algiers","36.7525","3.04197",1,"AD_1950",430000
"Allahabad","Prayag","India","25.44894","81.83328",1,"AD_1950",328000
"Allentown","Pennsylvania","United States of America","40.17789","-74.58349",1,"AD_1950",225000
